Unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,over18,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
105,34.0,no,desconocido,592.9444444444445, Research & Development ,22,4,Other,106,3,female,69.53208262471655,2,2,research_scientist,4,Married,4789.17,12451.83,1,desconocido,Yes,15,3.0,2,Full Time,0,16.0,3,3.0,15,6,11,1989,57470.0,false
106,32.0,no,travel_rarely,1075.2857142857142,desconocido,31,4,desconocido,107,31,male,134.41071428571428,3,3,sales_executive,4,desconocido,8685.0,22581.0,1,Y,No,19,3.0,3,Full Time,2,14.0,3,3.0,14,5,7,1991,104220.0,yes
107,29.0,no,travel_rarely,1032.4872861766066,desconocido,21,4,Life Sciences,108,2,male,69.53208262471655,4,3,manufacturing_director,1,Divorced,8339.32,21682.23,1,Y,No,11,3.0,3,desconocido,1,10.0,1,3.0,10,8,8,1994,53914.11,0
108,46.0,no,desconocido,1032.4872861766066,desconocido,1,3,Medical,109,3,female,69.53208262471655,2,3,healthcare_representative,1,Married,4492.84,21682.23,2,desconocido,Yes,13,3.0,3,desconocido,1,21.0,5,2.0,10,9,5,1977,100071.84,false
109,30.0,no,desconocido,654.8492063492064, Human Resources ,9,3,desconocido,110,3,female,69.53208262471655,3,2,human_resources,4,Married,5289.17,13751.83,0,desconocido,Yes,19,3.0,4,Full Time,0,10.0,2,1.0,11,4,7,1993,63470.0,0
110,45.0,no,desconocido,242.25396825396828,desconocido,9,3,Life Sciences,111,2,female,69.53208262471655,3,2,laboratory_technician,2,desconocido,1956.67,5087.33,8,Y,No,18,3.0,3,Part Time,1,20.0,2,3.0,17,0,15,1978,23480.0,yes
111,30.0,no,travel_rarely,1032.4872861766066,desconocido,5,3,desconocido,112,2,male,129.06091077207583,3,3,sales_executive,4,desconocido,8339.32,21682.23,2,Y,No,12,3.0,3,Part Time,1,10.0,2,3.0,10,7,4,1993,100071.84,true
112,30.0,no,desconocido,316.95238095238096,desconocido,9,3,desconocido,113,3,female,69.53208262471655,3,2,laboratory_technician,1,desconocido,4492.84,6656.0,1,Y,No,11,3.0,3,Part Time,2,12.0,4,3.0,12,6,10,1993,30720.0,yes
113,34.0,no,travel_frequently,556.2566609977324,desconocido,29,1,desconocido,114,4,female,69.53208262471655,2,2,manufacturing_director,3,Married,4492.84,11681.39,1,desconocido,desconocido,17,3.0,3,desconocido,0,10.0,2,2.0,10,1,9,1989,53914.11,false
114,51.0,no,travel_rarely,1288.6507936507935,desconocido,8,4,Life Sciences,115,2,female,69.53208262471655,2,3,research_director,2,Married,10408.33,27061.67,5,desconocido,No,16,3.0,4,Full Time,2,16.0,5,1.0,10,4,7,1972,124900.0,0
115,34.0,no,desconocido,556.2566609977324,desconocido,39,4,Life Sciences,116,39,female,69.53208262471655,2,2,manufacturing_director,1,desconocido,4492.84,11681.39,6,desconocido,desconocido,13,3.0,2,Part Time,1,13.0,3,3.0,11,5,9,1989,53914.11,1
116,35.0,no,travel_rarely,827.4603174603175,desconocido,16,3,desconocido,117,3,female,69.53208262471655,3,3,sales_executive,2,Married,6683.33,17376.67,0,Y,desconocido,15,3.0,3,Part Time,2,12.0,3,2.0,11,6,9,1988,80200.0,1
117,45.0,no,travel_frequently,1032.4872861766066,desconocido,7,3,Life Sciences,118,1,female,69.53208262471655,3,3,laboratory_technician,1,desconocido,8339.32,21682.23,1,Y,desconocido,18,3.0,1,Part Time,1,24.0,2,3.0,24,9,11,1978,100071.84,yes
118,39.0,no,desconocido,1760.9841269841272,desconocido,10,1,desconocido,119,3,female,69.53208262471655,3,4,manager,1,Married,4492.84,36980.67,1,desconocido,desconocido,14,3.0,4,Full Time,0,21.0,3,3.0,21,11,10,1984,170680.0,yes
119,31.0,no,desconocido,922.6904761904764,desconocido,7,2,desconocido,120,3,male,69.53208262471655,2,3,manufacturing_director,3,Married,7452.5,19376.5,1,desconocido,No,24,4.0,1,Part Time,1,10.0,2,3.0,10,8,9,1992,89430.0,false
120,39.0,no,desconocido,1988.3809523809523, Research & Development ,7,2,desconocido,121,3,female,69.53208262471655,2,5,manager,4,Married,16060.0,41756.0,1,Y,desconocido,15,3.0,1,Full Time,1,10.0,2,3.0,21,13,3,1984,192720.0,true
121,45.0,no,travel_rarely,556.2566609977324,desconocido,8,4,desconocido,122,4,female,69.53208262471655,3,2,research_scientist,4,desconocido,4492.84,11681.39,9,Y,No,14,3.0,1,Part Time,2,12.0,3,3.0,10,9,8,1978,53914.11,true
122,30.0,no,travel_rarely,556.2566609977324, Sales ,5,3,Marketing,123,4,male,69.53208262471655,2,2,sales_executive,3,desconocido,4492.84,11681.39,1,desconocido,desconocido,13,3.0,3,desconocido,3,10.0,2,3.0,10,1,2,1993,53914.11,yes
123,31.0,no,desconocido,1032.4872861766066,desconocido,7,4,Medical,124,3,male,129.06091077207583,3,3,manufacturing_director,4,desconocido,8339.32,21682.23,1,Y,desconocido,14,3.0,3,Part Time,0,11.0,2,2.0,11,4,10,1992,100071.84,false
124,36.0,no,desconocido,1032.4872861766066,desconocido,3,4,Medical,125,1,female,69.53208262471655,2,3,sales_executive,4,Married,8339.32,21682.23,4,Y,No,11,3.0,1,Part Time,1,16.0,2,3.0,13,1,12,1987,100071.84,true
125,36.0,no,travel_rarely,1032.4872861766066,desconocido,2,2,desconocido,126,2,female,69.53208262471655,2,3,sales_executive,3,Married,4492.84,21682.23,1,desconocido,desconocido,13,3.0,2,Part Time,2,10.0,2,3.0,10,9,0,1987,100071.84,true
126,55.0,no,travel_rarely,1582.7713464696226,desconocido,18,5,desconocido,127,1,male,197.8464183087028,3,4,manager,2,Single,12783.92,33238.2,3,Y,No,23,4.0,4,Full Time,0,37.0,2,3.0,10,7,7,1968,153407.07,1
127,35.0,no,desconocido,556.2566609977324,desconocido,1,3,desconocido,128,2,female,69.53208262471655,3,2,sales_executive,3,desconocido,4492.84,11681.39,9,Y,desconocido,11,3.0,3,Part Time,0,15.0,2,3.0,11,6,9,1988,53914.11,1
128,42.0,no,travel_rarely,1032.4872861766066,desconocido,24,3,Medical,129,4,female,129.06091077207583,3,3,manufacturing_director,1,Married,8339.32,21682.23,1,desconocido,desconocido,21,4.0,4,Part Time,1,10.0,5,2.0,10,5,8,1981,100071.84,false
129,52.0,no,travel_rarely,575.4047619047619,desconocido,6,2,desconocido,130,4,female,71.92559523809524,3,2,research_scientist,1,Divorced,4647.5,12083.5,3,Y,Yes,12,3.0,2,Full Time,2,18.0,3,3.0,10,6,9,1971,55770.0,yes
130,49.0,no,desconocido,1973.9841269841268,desconocido,18,4,Life Sciences,131,4,female,246.74801587301585,2,5,research_director,3,desconocido,4492.84,41453.67,1,desconocido,Yes,17,3.0,3,Full Time,1,10.0,5,3.0,31,0,9,1974,191324.62,1
131,34.0,no,travel_rarely,277.6428571428572, Research & Development ,1,5,desconocido,132,2,female,69.53208262471655,3,1,research_scientist,4,Married,2242.5,5830.5,1,desconocido,No,12,3.0,4,Part Time,1,10.0,4,2.0,10,8,8,1989,26910.0,yes
132,33.0,yes,travel_rarely,290.03550973654063,desconocido,1,4,Other,133,4,female,69.53208262471655,3,1,research_scientist,4,Single,2342.59,6090.75,1,Y,desconocido,13,3.0,3,Part Time,0,10.0,2,2.0,10,7,8,1990,28111.13,0
133,33.0,no,desconocido,1032.4872861766066, Research & Development ,7,3,Medical,134,3,female,69.53208262471655,3,3,research_director,3,Married,8339.32,21682.23,0,desconocido,No,11,3.0,4,desconocido,0,10.0,3,4.0,13,3,7,1990,53914.11,true
134,53.0,no,travel_rarely,1582.7713464696226,desconocido,23,4,desconocido,135,4,male,69.53208262471655,3,4,research_director,4,desconocido,12783.92,33238.2,6,Y,No,18,3.0,3,Full Time,0,33.0,0,3.0,12,3,8,1970,153407.07,1
135,49.0,no,travel_rarely,763.8015873015873,desconocido,8,2,Other,136,1,male,69.53208262471655,3,3,laboratory_technician,2,Married,6169.17,16039.83,4,desconocido,desconocido,11,3.0,3,Part Time,1,29.0,3,2.0,26,1,7,1974,74030.0,0
136,35.0,no,desconocido,1032.4872861766066,desconocido,21,4,desconocido,137,21,female,129.06091077207583,3,3,sales_executive,4,desconocido,4492.84,21682.23,6,Y,desconocido,13,3.0,2,Part Time,1,10.0,2,3.0,10,0,8,1988,100071.84,0
137,38.0,no,travel_rarely,910.3095238095236,desconocido,17,1,Life Sciences,138,3,male,113.78869047619048,2,3,healthcare_representative,3,Married,7352.5,19116.5,0,desconocido,desconocido,18,3.0,1,Part Time,1,20.0,4,2.0,19,1,9,1985,88230.0,0
138,46.0,no,desconocido,1582.7713464696226, Sales ,3,1,Marketing,139,1,female,69.53208262471655,3,4,manager,3,Married,12783.92,33238.2,3,Y,No,12,3.0,4,Full Time,1,10.0,3,3.0,12,4,9,1977,153407.07,0
139,36.0,no,non-travel,556.2566609977324,desconocido,18,4,desconocido,140,1,female,69.53208262471655,3,2,manufacturing_director,4,Single,4492.84,11681.39,2,Y,desconocido,20,4.0,1,Part Time,0,18.0,0,3.0,11,0,9,1987,53914.11,false
140,42.0,yes,travel_frequently,1582.7713464696226,desconocido,15,3,Life Sciences,141,15,female,69.53208262471655,3,4,sales_executive,1,Single,4492.84,33238.2,0,desconocido,desconocido,12,3.0,2,Full Time,0,10.0,2,2.0,21,13,14,1981,153407.07,yes
141,34.0,no,travel_frequently,556.2566609977324,desconocido,1,3,desconocido,142,4,female,69.53208262471655,2,2,healthcare_representative,1,Single,4492.84,11681.39,0,desconocido,No,20,4.0,3,desconocido,0,14.0,3,3.0,13,4,9,1989,53914.11,1
142,30.0,no,travel_rarely,369.2619047619048, Research & Development ,1,3,Medical,143,4,female,69.53208262471655,3,1,research_scientist,2,desconocido,2982.5,7754.5,0,desconocido,Yes,21,4.0,1,desconocido,1,12.0,2,3.0,11,5,7,1993,35790.0,1
143,54.0,no,travel_rarely,1834.3412698412696,desconocido,3,3,Life Sciences,144,4,female,69.53208262471655,3,4,research_director,4,Married,14815.83,38521.17,3,desconocido,No,14,3.0,1,Full Time,0,36.0,2,3.0,10,0,9,1969,177790.0,1
144,31.0,no,travel_rarely,556.2566609977324,desconocido,24,3,Medical,145,3,male,69.53208262471655,2,2,healthcare_representative,1,Single,4492.84,11681.39,1,desconocido,No,19,3.0,2,Part Time,0,10.0,2,3.0,10,1,8,1992,53914.11,false
145,44.0,no,desconocido,1879.119047619048,desconocido,5,3,desconocido,146,2,female,69.53208262471655,3,5,manager,2,Married,15177.5,39461.5,7,desconocido,No,11,3.0,3,Full Time,1,26.0,5,3.0,22,3,10,1979,182130.0,true
146,55.0,no,non-travel,1400.8015873015877,desconocido,8,1,desconocido,147,4,female,175.10019841269843,2,4,healthcare_representative,2,Divorced,4492.84,29416.83,1,Y,Yes,15,3.0,4,Full Time,1,10.0,3,3.0,33,15,0,1968,135770.0,false
147,44.0,no,travel_rarely,1979.920634920635,desconocido,4,2,Life Sciences,148,3,female,247.49007936507937,4,5,manager,1,Divorced,15991.67,41578.33,1,Y,No,14,3.0,4,Full Time,2,10.0,4,2.0,25,14,13,1979,191900.0,false
148,34.0,no,travel_frequently,556.2566609977324, Human Resources ,11,3,Life Sciences,149,3,female,69.53208262471655,2,2,human_resources,2,desconocido,4492.84,11681.39,4,Y,No,11,3.0,4,desconocido,2,14.0,5,4.0,10,1,8,1989,53914.11,1
149,39.0,no,desconocido,1766.65873015873,desconocido,13,4,desconocido,150,3,male,220.8323412698413,2,4,manager,2,Divorced,4492.84,37099.83,6,desconocido,Yes,13,3.0,4,Full Time,2,10.0,4,3.0,19,15,2,1984,171230.0,0
150,55.0,no,travel_rarely,1979.6111111111115,desconocido,2,2,Medical,151,4,male,69.53208262471655,1,5,manager,3,desconocido,15989.17,41571.83,4,Y,desconocido,14,3.0,4,Full Time,1,23.0,5,3.0,19,9,11,1968,191870.0,true
151,51.0,no,desconocido,1582.7713464696226,desconocido,5,3,Life Sciences,152,3,female,197.8464183087028,3,4,manager,2,desconocido,12783.92,33238.2,1,Y,desconocido,11,3.0,2,Full Time,1,10.0,2,3.0,33,0,10,1972,153407.07,true
152,58.0,yes,desconocido,1032.571428571429,desconocido,14,4,Medical,153,14,male,69.53208262471655,2,3,manufacturing_director,1,Marreid,8340.0,21684.0,7,Y,desconocido,14,3.0,4,desconocido,0,10.0,0,2.0,10,5,9,1965,53914.11,true
153,48.0,no,desconocido,1032.4872861766066,desconocido,4,3,Life Sciences,154,4,female,129.06091077207583,3,3,manufacturing_director,4,Single,8339.32,21682.23,1,Y,No,11,3.0,3,Part Time,0,11.0,2,3.0,10,0,8,1975,100071.84,1
154,29.0,no,travel_rarely,824.1587301587302, Human Resources ,17,3,desconocido,155,2,female,69.53208262471655,2,3,human_resources,1,Single,6656.67,17307.33,1,Y,desconocido,13,3.0,1,Part Time,0,10.0,3,2.0,10,0,9,1994,79880.0,false
155,34.0,no,desconocido,556.2566609977324,desconocido,3,3,Other,156,4,female,69.53208262471655,1,2,sales_executive,1,Single,4492.84,11681.39,3,desconocido,No,18,3.0,4,Part Time,0,15.0,2,3.0,13,3,12,1989,53914.11,1
156,42.0,no,travel_frequently,290.03550973654063,desconocido,9,2,desconocido,157,1,male,69.53208262471655,3,1,laboratory_technician,4,desconocido,2342.59,6090.75,1,desconocido,desconocido,13,3.0,3,desconocido,0,12.0,3,3.0,12,5,8,1981,53914.11,yes
157,57.0,no,travel_rarely,556.2566609977324,desconocido,1,2,Life Sciences,158,2,female,69.53208262471655,4,2,research_scientist,3,Married,4492.84,11681.39,0,desconocido,No,24,4.0,1,Part Time,1,13.0,2,2.0,12,2,8,1966,53914.11,true
158,34.0,yes,travel_rarely,556.2566609977324,desconocido,24,4,desconocido,159,1,male,69.53208262471655,2,2,sales_executive,2,Single,4492.84,11681.39,0,Y,Yes,23,4.0,3,Part Time,0,16.0,2,4.0,15,10,10,1989,53914.11,0
159,54.0,no,travel_frequently,1582.7713464696226,desconocido,11,4,Medical,160,2,male,69.53208262471655,3,4,manager,4,desconocido,12783.92,33238.2,3,Y,No,20,3.0,1,desconocido,1,26.0,2,3.0,14,1,12,1969,53914.11,1
160,34.0,no,travel_rarely,730.7857142857142,desconocido,1,3,desconocido,161,4,female,91.34821428571428,2,3,sales_executive,3,desconocido,5902.5,15346.5,1,Y,desconocido,14,3.0,4,Part Time,0,10.0,3,3.0,10,8,6,1989,70830.0,0
161,29.0,no,desconocido,487.2936507936508,desconocido,3,1,Medical,162,2,female,69.53208262471655,3,1,laboratory_technician,1,Single,3935.83,10233.17,1,desconocido,desconocido,18,3.0,4,desconocido,0,10.0,3,3.0,10,1,5,1994,53914.11,true
162,35.0,no,travel_rarely,351.51587301587307,desconocido,28,3,Life Sciences,163,2,female,69.53208262471655,4,2,laboratory_technician,3,desconocido,2839.17,7381.83,1,desconocido,desconocido,17,3.0,4,Part Time,2,10.0,3,2.0,10,6,8,1988,34070.0,true
163,35.0,yes,desconocido,556.2566609977324,desconocido,12,4,Other,164,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,3,desconocido,desconocido,24,4.0,1,Part Time,0,13.0,2,4.0,11,6,7,1988,53914.11,true
164,34.0,no,travel_rarely,302.1984126984127,desconocido,19,3,Life Sciences,165,2,male,37.77480158730159,2,1,research_scientist,4,Married,2440.83,6346.17,1,desconocido,No,12,3.0,2,Full Time,0,10.0,3,3.0,10,8,7,1989,29290.0,1
165,43.0,no,desconocido,556.2566609977324,desconocido,2,3,desconocido,166,4,female,69.53208262471655,3,2,sales_executive,4,desconocido,4492.84,11681.39,1,Y,Yes,17,3.0,1,Part Time,1,10.0,3,3.0,10,8,8,1980,53914.11,false
166,58.0,no,non-travel,1582.7713464696226,desconocido,2,3,Medical,167,2,female,197.8464183087028,3,4,manager,2,Divorced,12783.92,33238.2,4,desconocido,No,22,4.0,4,Full Time,1,37.0,0,2.0,16,14,14,1965,153407.07,yes
167,36.0,no,travel_rarely,556.2566609977324, Sales ,14,4,desconocido,168,14,male,69.53208262471655,2,2,sales_executive,3,Marreid,4492.84,11681.39,1,desconocido,Yes,13,3.0,1,Part Time,1,10.0,4,3.0,10,1,7,1987,53914.11,false
168,43.0,no,travel_rarely,1032.4872861766066,desconocido,11,3,Life Sciences,169,1,female,129.06091077207583,3,3,healthcare_representative,3,Married,8339.32,21682.23,1,Y,desconocido,17,3.0,2,Part Time,1,10.0,1,3.0,10,0,9,1980,100071.84,1
169,55.0,no,desconocido,1973.9841269841268,desconocido,26,4,Human Resources,170,3,female,246.74801587301585,4,5,manager,2,Married,4492.84,41453.67,4,desconocido,Yes,18,3.0,1,Full Time,1,35.0,0,3.0,10,1,4,1968,191324.62,yes
170,42.0,no,desconocido,556.2566609977324, Research & Development ,23,2,desconocido,171,4,female,69.53208262471655,2,2,research_scientist,3,Single,4492.84,11681.39,1,Y,desconocido,12,3.0,4,desconocido,0,20.0,2,3.0,20,3,7,1981,53914.11,true
171,40.0,no,desconocido,556.2566609977324,desconocido,11,3,Technical Degree,172,4,male,69.53208262471655,3,2,laboratory_technician,3,Married,4492.84,11681.39,1,desconocido,desconocido,11,3.0,1,desconocido,1,10.0,2,4.0,10,9,4,1983,53914.11,true
172,56.0,yes,desconocido,290.03550973654063, Research & Development ,7,2,Technical Degree,173,4,female,69.53208262471655,3,1,laboratory_technician,3,Married,4492.84,6090.75,8,Y,No,11,3.0,4,Part Time,1,14.0,4,1.0,10,9,8,1967,28111.13,yes
173,39.0,no,travel_rarely,1241.2936507936508,desconocido,33,1,Marketing,174,33,male,69.53208262471655,2,4,sales_executive,4,desconocido,10025.83,26067.17,0,Y,desconocido,11,3.0,1,Full Time,1,10.0,2,2.0,20,9,6,1984,120310.0,yes
174,53.0,no,travel_rarely,1591.6746031746031,desconocido,2,4,Life Sciences,175,1,male,198.9593253968254,2,4,manager,4,Married,12855.83,33425.17,2,desconocido,No,16,3.0,3,Full Time,0,10.0,3,3.0,25,3,7,1970,154270.0,1
175,27.0,no,travel_frequently,1032.4872861766066,desconocido,8,3,desconocido,176,4,female,69.53208262471655,3,3,sales_executive,3,Single,8339.32,21682.23,1,Y,No,15,3.0,4,desconocido,0,9.0,0,3.0,9,1,7,1996,53914.11,0
176,30.0,no,travel_frequently,556.2566609977324,desconocido,1,2,desconocido,177,3,male,69.53208262471655,3,2,laboratory_technician,4,desconocido,4492.84,11681.39,1,desconocido,desconocido,23,4.0,4,Part Time,0,12.0,2,3.0,12,3,7,1993,53914.11,yes
177,35.0,no,desconocido,1032.4872861766066,desconocido,18,5,Life Sciences,178,2,female,69.53208262471655,3,3,sales_executive,1,Married,8339.32,21682.23,1,Y,desconocido,22,4.0,4,desconocido,1,9.0,3,2.0,9,1,8,1988,53914.11,true
178,32.0,no,travel_rarely,635.7619047619048, Research & Development ,1,3,Medical,179,1,female,69.53208262471655,3,2,manufacturing_director,4,Married,5135.0,13351.0,1,desconocido,Yes,22,4.0,2,desconocido,1,9.0,3,3.0,9,7,8,1991,61620.0,1
179,30.0,no,travel_rarely,528.8730158730159,desconocido,1,1,Life Sciences,180,4,female,69.53208262471655,2,2,laboratory_technician,4,Married,4271.67,11106.33,1,desconocido,desconocido,12,3.0,3,Part Time,2,10.0,1,3.0,10,3,0,1993,51260.0,0
180,46.0,yes,desconocido,992.436507936508, Sales ,9,2,Medical,181,3,female,124.0545634920635,2,3,sales_executive,4,desconocido,8015.83,20841.17,1,desconocido,No,16,3.0,4,Part Time,0,9.0,3,3.0,9,4,7,1977,96190.0,false
181,30.0,no,travel_rarely,556.2566609977324,desconocido,4,2,desconocido,182,3,male,69.53208262471655,2,2,sales_executive,2,desconocido,4492.84,11681.39,1,desconocido,Yes,12,3.0,2,Part Time,3,11.0,4,2.0,11,2,7,1993,53914.11,false
182,32.0,no,desconocido,516.9047619047619,desconocido,6,4,desconocido,183,2,female,69.53208262471655,3,2,sales_executive,3,Single,4175.0,10855.0,1,Y,No,16,3.0,1,desconocido,0,12.0,0,3.0,11,5,7,1991,53914.11,1
183,35.0,no,travel_rarely,1032.4872861766066,desconocido,37,5,Marketing,184,3,female,69.53208262471655,3,3,sales_executive,2,Married,8339.32,21682.23,1,Y,desconocido,13,3.0,1,Part Time,2,10.0,3,3.0,10,0,6,1988,100071.84,false
184,32.0,no,desconocido,1032.4872861766066,desconocido,8,3,Marketing,185,2,male,69.53208262471655,3,3,sales_executive,4,Single,8339.32,21682.23,1,Y,desconocido,14,3.0,4,Part Time,0,9.0,2,3.0,9,3,7,1991,100071.84,1
185,41.0,no,travel_rarely,290.03550973654063, Research & Development ,34,3,Life Sciences,186,1,female,69.53208262471655,3,1,research_scientist,3,Divorced,4492.84,6090.75,4,Y,No,12,3.0,1,Part Time,1,10.0,2,3.0,9,1,8,1982,28111.13,1
186,40.0,no,travel_rarely,1963.7222222222224,desconocido,4,1,Medical,187,4,male,69.53208262471655,3,5,manager,3,desconocido,15860.83,41238.17,1,desconocido,No,14,3.0,2,Full Time,1,21.0,2,3.0,20,9,9,1983,190330.0,0
187,45.0,no,desconocido,1582.7713464696226,desconocido,2,2,desconocido,188,1,female,69.53208262471655,2,4,manager,4,Married,12783.92,33238.2,9,Y,No,23,4.0,4,desconocido,1,22.0,1,3.0,20,11,8,1978,53914.11,1
188,32.0,yes,travel_rarely,1073.015873015873,desconocido,4,4,desconocido,189,4,female,69.53208262471655,1,3,sales_executive,4,Married,8666.67,22533.33,1,desconocido,No,11,3.0,3,Full Time,0,14.0,2,2.0,14,9,8,1991,104000.0,0
189,30.0,no,non-travel,1032.4872861766066, Research & Development ,1,1,Life Sciences,190,3,female,129.06091077207583,2,3,manufacturing_director,3,desconocido,8339.32,21682.23,1,desconocido,No,22,4.0,3,Part Time,0,10.0,2,3.0,11,5,8,1993,100071.84,1
190,37.0,no,desconocido,1032.4872861766066,desconocido,11,3,desconocido,191,2,female,69.53208262471655,3,3,research_director,4,desconocido,4492.84,21682.23,1,desconocido,desconocido,14,3.0,3,Part Time,3,10.0,1,3.0,10,0,7,1986,100071.84,true
191,37.0,no,desconocido,288.1666666666667,desconocido,4,4,desconocido,192,1,female,69.53208262471655,3,1,sales_representative,4,Divorced,2327.5,6051.5,4,desconocido,No,17,3.0,3,desconocido,1,13.0,2,3.0,9,5,8,1986,53914.11,0
192,40.0,no,desconocido,556.2566609977324,desconocido,24,2,Technical Degree,193,1,female,69.53208262471655,3,2,research_scientist,4,desconocido,4492.84,11681.39,1,Y,No,17,3.0,1,desconocido,2,10.0,3,3.0,9,4,7,1983,53914.11,false
193,36.0,no,non-travel,585.4126984126984,desconocido,24,4,desconocido,194,2,male,69.53208262471655,3,2,laboratory_technician,2,Married,4728.33,12293.67,7,desconocido,desconocido,15,3.0,3,Full Time,1,11.0,3,3.0,9,0,8,1987,56740.0,true
194,32.0,no,travel_rarely,556.2566609977324,desconocido,7,3,Life Sciences,195,4,female,69.53208262471655,2,2,sales_executive,3,Married,4492.84,11681.39,1,Y,desconocido,14,3.0,3,Part Time,1,13.0,3,2.0,13,4,8,1991,53914.11,true
195,38.0,no,desconocido,1032.4872861766066,desconocido,25,2,Life Sciences,196,1,male,69.53208262471655,2,3,research_director,2,desconocido,4492.84,21682.23,3,Y,desconocido,17,3.0,3,Part Time,1,10.0,2,3.0,10,0,1,1985,100071.84,1
196,30.0,no,travel_rarely,556.2566609977324,desconocido,28,2,desconocido,197,4,male,69.53208262471655,3,2,research_scientist,4,Married,4492.84,11681.39,1,desconocido,No,13,3.0,4,Part Time,2,11.0,2,3.0,10,1,9,1993,53914.11,yes
